checkpoint_id,domain,checkpoint_question,expected_standard,actual_observation,score_0_100,severity_P0_P1_P2_P3,confidence_low_medium_high,evidence_ids,evidence_files,recommendation,fix_effort_XS_S_M_L_XL,business_impact_low_medium_high_critical,risk_if_ignored,visual_change_risk_none_minor_major,blocks_launch_yes_no
CP-09-38,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for payment status integrity?","Evidence-backed production readiness for payment status integrity, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep payment status integrity under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-39,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for guest and buyer flow?","Evidence-backed production readiness for guest and buyer flow, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep guest and buyer flow under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-40,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for account privacy?","Evidence-backed production readiness for account privacy, preserving current visual design unless necessary.","Account order detail is owner-scoped, but public confirmation exposes PII by orderNumber.",35,P0,medium,E022;E023;E010,src/app/(store)/order/[orderNumber]/confirmation/page.tsx; src/app/(store)/account/orders/[id]/page.tsx; .gitignore / git ls-files .env,Fix account privacy before launch or before enabling related feature.,M,critical,Launch risk remains around account privacy.,none,yes
CP-09-41,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for product SEO fields?","Evidence-backed production readiness for product SEO fields, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep product SEO fields under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-42,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for category taxonomy?","Evidence-backed production readiness for category taxonomy, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep category taxonomy under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-43,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for internal linking?","Evidence-backed production readiness for internal linking, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep internal linking under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-44,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for reviews and ratings?","Evidence-backed production readiness for reviews and ratings, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep reviews and ratings under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-45,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for returns and refunds?","Evidence-backed production readiness for returns and refunds, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep returns and refunds under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-46,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for deployment headers?","Evidence-backed production readiness for deployment headers, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep deployment headers under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-47,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for dependency deprecation?","Evidence-backed production readiness for dependency deprecation, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep dependency deprecation under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-48,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for observability?","Evidence-backed production readiness for observability, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep observability under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-49,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for visual preservation?","Evidence-backed production readiness for visual preservation, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep visual preservation under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-09-50,"Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching","Does Performance and Core Web Vitals: LCP, INP, CLS, bundle size, hydration, rendering, caching meet the launch standard for launch risk?","Evidence-backed production readiness for launch risk, preserving current visual design unless necessary.",ISR/Next Image/Suspense exist; listing sort and unmeasured CWV are risks.,74,P2,medium,E015;E016;E017;E018;E035;E045,src/app/(store)/page.tsx; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx; npm.cmd run build; browser rendering/Core Web Vitals,Keep launch risk under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-01,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for route group coverage?","Evidence-backed production readiness for route group coverage, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep route group coverage under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-02,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for API mutation coverage?","Evidence-backed production readiness for API mutation coverage, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep API mutation coverage under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-03,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for RBAC enforcement?","Evidence-backed production readiness for RBAC enforcement, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep RBAC enforcement under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-04,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for authenticated data access?","Evidence-backed production readiness for authenticated data access, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep authenticated data access under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-05,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for schema support?","Evidence-backed production readiness for schema support, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep schema support under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-06,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for validation path?","Evidence-backed production readiness for validation path, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep validation path under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-07,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for error handling?","Evidence-backed production readiness for error handling, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep error handling under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-08,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for audit logging?","Evidence-backed production readiness for audit logging, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep audit logging under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-09,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for environment dependency?","Evidence-backed production readiness for environment dependency, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep environment dependency under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-10,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for command verification?","Evidence-backed production readiness for command verification, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep command verification under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-11,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for test coverage?","Evidence-backed production readiness for test coverage, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep test coverage under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-12,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for data fetching strategy?","Evidence-backed production readiness for data fetching strategy, preserving current visual design unless necessary.",In-memory route limiter exists but is not distributed.,58,P1,medium,E008,src/backend/security/rate-limit.ts,Fix data fetching strategy before launch or before enabling related feature.,S,high,Launch risk remains around data fetching strategy.,none,no
CP-10-13,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for image/media handling?","Evidence-backed production readiness for image/media handling, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep image/media handling under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-14,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for metadata and canonical handling?","Evidence-backed production readiness for metadata and canonical handling, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E017;E018,src/backend/seo/metadata.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep metadata and canonical handling under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-15,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for structured data handling?","Evidence-backed production readiness for structured data handling, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E014;E016;E017,src/backend/seo/structured-data.ts; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx,Keep structured data handling under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-16,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for sitemap and robots handling?","Evidence-backed production readiness for sitemap and robots handling, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep sitemap and robots handling under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-17,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for pagination and facets?","Evidence-backed production readiness for pagination and facets, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep pagination and facets under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-18,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for seller ownership?","Evidence-backed production readiness for seller ownership, preserving current visual design unless necessary.","Seller schema exists, but no seller route area was found and product writes are first-party/admin-managed.",45,P1,medium,E031;E026;E003,src/app route scan and README.md; src/backend/admin/product-editor.ts; prisma/schema.prisma,Fix seller ownership before launch or before enabling related feature.,S,high,Launch risk remains around seller ownership.,minor,no
CP-10-19,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for admin versus super-admin split?","Evidence-backed production readiness for admin versus super-admin split, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep admin versus super-admin split under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-20,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for order payment shipment status?","Evidence-backed production readiness for order payment shipment status, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep order payment shipment status under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-21,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for rate limiting?","Evidence-backed production readiness for rate limiting, preserving current visual design unless necessary.",In-memory route limiter exists but is not distributed.,58,P1,medium,E008,src/backend/security/rate-limit.ts,Fix rate limiting before launch or before enabling related feature.,S,high,Launch risk remains around rate limiting.,none,no
CP-10-22,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for CSRF and origin control?","Evidence-backed production readiness for CSRF and origin control, preserving current visual design unless necessary.",No explicit CSRF token or Origin/Referer check found in sampled custom mutation APIs.,55,P1,medium,E060,custom mutation CSRF/origin scan,Fix CSRF and origin control before launch or before enabling related feature.,S,high,Launch risk remains around CSRF and origin control.,none,no
CP-10-23,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for secret exposure?","Evidence-backed production readiness for secret exposure, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep secret exposure under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-24,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for console and logging hygiene?","Evidence-backed production readiness for console and logging hygiene, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep console and logging hygiene under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-25,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for type safety?","Evidence-backed production readiness for type safety, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep type safety under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-26,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for duplicate or dead code risk?","Evidence-backed production readiness for duplicate or dead code risk, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep duplicate or dead code risk under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-27,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for README and implementation alignment?","Evidence-backed production readiness for README and implementation alignment, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep README and implementation alignment under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-28,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for accessibility controls?","Evidence-backed production readiness for accessibility controls, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep accessibility controls under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-29,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for mobile layout behavior?","Evidence-backed production readiness for mobile layout behavior, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep mobile layout behavior under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-30,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for Bangladesh localization?","Evidence-backed production readiness for Bangladesh localization, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep Bangladesh localization under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
