file_path,file_type,feature_area,inspected_yes_no,role_summary,main_exports_or_components,code_readability_score_0_100,maintainability_score_0_100,production_readiness_score_0_100,security_risk_0_100,performance_risk_0_100,seo_relevance_0_100,bug_risk_0_100,dead_code_risk_0_100,visual_regression_risk_0_100,key_findings,evidence_ids,recommended_action,priority_P0_P1_P2_P3,confidence_low_medium_high
src/shared/assets.ts,ts,assets_uploads,yes,ts for assets_uploads.,BRAND_ASSETS; PAYMENT_ASSETS,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/shared/category-media.ts,ts,category_taxonomy,yes,ts for category_taxonomy.,getCategoryMediaPath,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/shared/contact.ts,ts,general,yes,ts for general.,CONTACT_EMAIL; CONTACT_PHONE; CONTACT_ADDRESS; INSTAGRAM_URL; FACEBOOK_URL,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/types/globals.d.ts,ts,general,yes,ts for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
src/types/hookform-resolvers-zod.d.ts,ts,general,yes,ts for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tailwind.config.ts,ts,general,yes,ts for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/address-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/admin-reports.test.ts,test,admin_rbac_operations,yes,test for admin_rbac_operations.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E030,Keep as-is or clean opportunistically.,P3,high
tests/admin-user-validation.test.ts,test,admin_rbac_operations,yes,test for admin_rbac_operations.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/banner-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/category-utils.test.ts,test,category_taxonomy,yes,test for category_taxonomy.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/category-validation.test.ts,test,category_taxonomy,yes,test for category_taxonomy.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/commerce-utils.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/coupon-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/flash-sale-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/homepage-section-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/inventory-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/notification-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/order-update-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/product-validation.test.ts,test,product_catalog,yes,test for product_catalog.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/profile-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/return-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/review-moderation-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/review-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/safe-callback-url.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tests/settings-validation.test.ts,test,tests,yes,test for tests.,none detected,88,82,86,2,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tsconfig.json,json,general,yes,json for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
tsconfig.typecheck.json,json,general,yes,json for general.,none detected,84,82,78,10,10,10,14,8,8,No major issue found in automated/source inspection; reviewed for role and risk.,E000,Keep as-is or clean opportunistically.,P3,high
